,trials,x,z,z_scaled,kernel,globalmax,t,id,environment,horizons,agent,Edistance
7161,1,6,55.0,38,10,60,100.0,58,rough,10,human,18
7162,2,7,41.0,30,10,60,100.0,58,rough,10,human,1
7163,3,9,95.0,62,10,60,100.0,58,rough,10,human,2
7164,4,8,53.0,37,10,60,100.0,58,rough,10,human,1
7165,5,16,53.0,37,10,60,100.0,58,rough,10,human,8
7166,6,14,61.0,42,10,60,100.0,58,rough,10,human,2
7167,7,13,55.0,38,10,60,100.0,58,rough,10,human,1
7168,8,12,45.0,32,10,60,100.0,58,rough,10,human,1
7169,9,15,99.0,64,10,60,100.0,58,rough,10,human,3
7170,10,10,99.0,64,10,60,100.0,58,rough,10,human,5
7171,0,0,13.0,14,5,66,100.0,59,rough,10,human,10
7172,1,21,56.0,42,5,66,100.0,59,rough,10,human,21
7173,2,20,64.0,47,5,66,100.0,59,rough,10,human,1
7174,3,18,57.0,43,5,66,100.0,59,rough,10,human,2
7175,4,19,76.0,55,5,66,100.0,59,rough,10,human,1
7176,5,11,58.0,43,5,66,100.0,59,rough,10,human,8
7177,6,8,80.0,58,5,66,100.0,59,rough,10,human,3
7178,7,7,80.0,58,5,66,100.0,59,rough,10,human,1
7179,8,6,60.0,45,5,66,100.0,59,rough,10,human,1
7180,9,9,73.0,53,5,66,100.0,59,rough,10,human,3
7181,10,10,101.0,72,5,66,100.0,59,rough,10,human,1
7182,0,5,73.0,49,29,60,100.0,59,rough,5,human,-1
7183,1,6,66.0,45,29,60,100.0,59,rough,5,human,1
7184,2,4,81.0,54,29,60,100.0,59,rough,5,human,2
7185,3,2,70.0,47,29,60,100.0,59,rough,5,human,2
7186,4,3,62.0,42,29,60,100.0,59,rough,5,human,1
7187,5,1,59.0,40,29,60,100.0,59,rough,5,human,2
7188,0,7,56.0,41,8,64,100.0,59,rough,10,human,-1
7189,1,8,54.0,40,8,64,100.0,59,rough,10,human,1
7190,2,6,67.0,48,8,64,100.0,59,rough,10,human,2
7191,3,5,76.0,54,8,64,100.0,59,rough,10,human,1
7192,4,4,52.0,38,8,64,100.0,59,rough,10,human,1
7193,5,21,10.0,11,8,64,100.0,59,rough,10,human,17
7194,6,16,26.0,22,8,64,100.0,59,rough,10,human,5
7195,7,3,84.0,59,8,64,100.0,59,rough,10,human,13
7196,8,2,96.0,66,8,64,100.0,59,rough,10,human,1
7197,9,1,79.0,56,8,64,100.0,59,rough,10,human,1
7198,10,0,12.0,13,8,64,100.0,59,rough,10,human,1
7199,0,16,34.0,26,20,63,100.0,59,rough,5,human,-1
7200,1,4,50.0,37,20,63,100.0,59,rough,5,human,12
7201,2,24,40.0,30,20,63,100.0,59,rough,5,human,20
7202,3,3,15.0,14,20,63,100.0,59,rough,5,human,21
7203,4,6,46.0,34,20,63,100.0,59,rough,5,human,3
7204,5,5,63.0,45,20,63,100.0,59,rough,5,human,1
7205,0,25,45.0,33,19,63,100.0,59,rough,10,human,-1
7206,1,24,31.0,25,19,63,100.0,59,rough,10,human,1
7207,2,6,27.0,22,19,63,100.0,59,rough,10,human,18
7208,3,3,39.0,30,19,63,100.0,59,rough,10,human,3
7209,4,15,55.0,40,19,63,100.0,59,rough,10,human,12
7210,5,12,100.0,68,19,63,100.0,59,rough,10,human,3
7211,6,11,88.0,60,19,63,100.0,59,rough,10,human,1
7212,7,10,76.0,53,19,63,100.0,59,rough,10,human,1
7213,8,13,97.0,66,19,63,100.0,59,rough,10,human,3
7214,9,14,95.0,65,19,63,100.0,59,rough,10,human,1
7215,10,16,51.0,37,19,63,100.0,59,rough,10,human,2
7216,0,7,66.0,47,15,64,100.0,59,rough,5,human,-1
7217,1,6,76.0,54,15,64,100.0,59,rough,5,human,1
7218,2,8,58.0,42,15,64,100.0,59,rough,5,human,2
7219,3,5,73.0,52,15,64,100.0,59,rough,5,human,3
7220,4,4,91.0,63,15,64,100.0,59,rough,5,human,1
7221,5,3,100.0,69,15,64,100.0,59,rough,5,human,1
7222,0,4,51.0,46,38,80,100.0,59,rough,10,human,-1
7223,1,5,27.0,27,38,80,100.0,59,rough,10,human,1
7224,2,3,52.0,47,38,80,100.0,59,rough,10,human,2
7225,3,2,84.0,72,38,80,100.0,59,rough,10,human,1
7226,4,1,75.0,65,38,80,100.0,59,rough,10,human,1
7227,5,0,48.0,43,38,80,100.0,59,rough,10,human,1
7228,6,24,39.0,36,38,80,100.0,59,rough,10,human,24
7229,7,14,64.0,56,38,80,100.0,59,rough,10,human,10
7230,8,13,47.0,43,38,80,100.0,59,rough,10,human,1
7231,9,15,95.0,81,38,80,100.0,59,rough,10,human,2
7232,10,16,69.0,60,38,80,100.0,59,rough,10,human,1
7233,0,14,40.0,30,27,63,100.0,59,rough,5,human,-1
7234,1,15,61.0,43,27,63,100.0,59,rough,5,human,1
7235,2,13,13.0,13,27,63,100.0,59,rough,5,human,2
7236,3,18,82.0,57,27,63,100.0,59,rough,5,human,5
7237,4,20,31.0,25,27,63,100.0,59,rough,5,human,2
7238,5,17,98.0,67,27,63,100.0,59,rough,5,human,3
7239,0,22,58.0,46,39,70,100.0,59,rough,10,human,-1
7240,1,21,47.0,38,39,70,100.0,59,rough,10,human,1
7241,2,23,40.0,33,39,70,100.0,59,rough,10,human,2
7242,3,26,71.0,55,39,70,100.0,59,rough,10,human,3
7243,4,27,48.0,39,39,70,100.0,59,rough,10,human,1
7244,5,29,40.0,33,39,70,100.0,59,rough,10,human,2
7245,6,18,25.0,23,39,70,100.0,59,rough,10,human,11
7246,7,7,62.0,48,39,70,100.0,59,rough,10,human,11
7247,8,6,53.0,42,39,70,100.0,59,rough,10,human,1
7248,9,8,65.0,51,39,70,100.0,59,rough,10,human,2
7249,10,9,65.0,51,39,70,100.0,59,rough,10,human,1
7250,0,12,54.0,40,14,64,100.0,59,rough,5,human,-1
7251,1,11,35.0,27,14,64,100.0,59,rough,5,human,1
7252,2,13,17.0,16,14,64,100.0,59,rough,5,human,2
7253,3,24,85.0,59,14,64,100.0,59,rough,5,human,11
7254,4,25,55.0,40,14,64,100.0,59,rough,5,human,1
7255,5,23,96.0,66,14,64,100.0,59,rough,5,human,2
7256,0,28,10.0,11,21,63,100.0,59,rough,10,human,-1
7257,1,17,70.0,49,21,63,100.0,59,rough,10,human,11
7258,2,16,61.0,43,21,63,100.0,59,rough,10,human,1
7259,3,18,55.0,40,21,63,100.0,59,rough,10,human,2
7260,4,13,64.0,45,21,63,100.0,59,rough,10,human,5
7261,5,7,98.0,67,21,63,100.0,59,rough,10,human,6
7262,6,6,58.0,42,21,63,100.0,59,rough,10,human,1
7263,7,8,85.0,59,21,63,100.0,59,rough,10,human,2
7264,8,9,55.0,40,21,63,100.0,59,rough,10,human,1
7265,9,5,40.0,30,21,63,100.0,59,rough,10,human,4
7266,10,3,45.0,33,21,63,100.0,59,rough,10,human,2
7267,0,5,29.0,26,1,73,100.0,59,rough,5,human,-1
7268,1,18,1.0,6,1,73,100.0,59,rough,5,human,13
7269,2,25,37.0,32,1,73,100.0,59,rough,5,human,7
7270,3,13,85.0,67,1,73,100.0,59,rough,5,human,12
7271,4,12,67.0,54,1,73,100.0,59,rough,5,human,1
7272,5,14,85.0,67,1,73,100.0,59,rough,5,human,2
7273,0,24,78.0,56,18,66,100.0,59,rough,10,human,-1
7274,1,23,101.0,72,18,66,100.0,59,rough,10,human,1
7275,2,21,34.0,27,18,66,100.0,59,rough,10,human,2
7276,3,22,77.0,56,18,66,100.0,59,rough,10,human,1
7277,4,25,48.0,37,18,66,100.0,59,rough,10,human,3
7278,5,16,41.0,32,18,66,100.0,59,rough,10,human,9
7279,6,6,57.0,43,18,66,100.0,59,rough,10,human,10
7280,7,1,47.0,36,18,66,100.0,59,rough,10,human,5
7281,8,4,61.0,45,18,66,100.0,59,rough,10,human,3
7282,9,9,52.0,39,18,66,100.0,59,rough,10,human,5
7283,10,5,79.0,57,18,66,100.0,59,rough,10,human,4
7284,0,6,6.0,9,13,63,100.0,59,rough,5,human,-1
7285,1,21,27.0,22,13,63,100.0,59,rough,5,human,15
7286,2,14,61.0,43,13,63,100.0,59,rough,5,human,7
7287,3,26,61.0,43,13,63,100.0,59,rough,5,human,12
7288,4,2,62.0,44,13,63,100.0,59,rough,5,human,24
7289,5,12,69.0,48,13,63,100.0,59,rough,5,human,10
7290,0,3,56.0,39,25,61,100.0,59,rough,10,human,-1
7291,1,24,25.0,20,25,61,100.0,59,rough,10,human,21
7292,2,11,0.0,5,25,61,100.0,59,rough,10,human,13
7293,3,2,47.0,34,25,61,100.0,59,rough,10,human,9
7294,4,1,34.0,26,25,61,100.0,59,rough,10,human,1
7295,5,4,32.0,25,25,61,100.0,59,rough,10,human,3
7296,6,5,27.0,21,25,61,100.0,59,rough,10,human,1
7297,7,6,71.0,48,25,61,100.0,59,rough,10,human,1
7298,8,8,55.0,39,25,61,100.0,59,rough,10,human,2
7299,9,16,98.0,65,25,61,100.0,59,rough,10,human,8
7300,10,17,79.0,53,25,61,100.0,59,rough,10,human,1
7301,0,16,48.0,41,32,75,100.0,59,rough,5,human,-1
7302,1,15,1.0,6,32,75,100.0,59,rough,5,human,1
7303,2,17,67.0,55,32,75,100.0,59,rough,5,human,2
7304,3,18,71.0,58,32,75,100.0,59,rough,5,human,1
7305,4,19,97.0,78,32,75,100.0,59,rough,5,human,1
7306,5,20,62.0,52,32,75,100.0,59,rough,5,human,1
7307,0,4,49.0,36,36,63,100.0,60,smooth,5,human,16
7308,1,5,34.0,26,36,63,100.0,60,smooth,5,human,1
7309,2,3,54.0,39,36,63,100.0,60,smooth,5,human,2
7310,3,2,55.0,40,36,63,100.0,60,smooth,5,human,1
7311,4,1,60.0,43,36,63,100.0,60,smooth,5,human,1
7312,5,0,68.0,48,36,63,100.0,60,smooth,5,human,1
7313,0,13,62.0,53,8,77,100.0,60,smooth,10,human,-1
7314,1,14,53.0,46,8,77,100.0,60,smooth,10,human,1
7315,2,15,50.0,44,8,77,100.0,60,smooth,10,human,1
7316,3,16,43.0,38,8,77,100.0,60,smooth,10,human,1
7317,4,11,84.0,70,8,77,100.0,60,smooth,10,human,5
7318,5,12,75.0,63,8,77,100.0,60,smooth,10,human,1
7319,6,10,96.0,79,8,77,100.0,60,smooth,10,human,2
7320,7,9,99.0,81,8,77,100.0,60,smooth,10,human,1
7321,8,8,94.0,77,8,77,100.0,60,smooth,10,human,1
7322,9,8,97.0,80,8,77,100.0,60,smooth,10,human,0
7323,10,7,84.0,70,8,77,100.0,60,smooth,10,human,1
7324,0,15,100.0,76,38,71,100.0,60,smooth,5,human,-1
7325,1,14,76.0,59,38,71,100.0,60,smooth,5,human,1
7326,2,16,100.0,76,38,71,100.0,60,smooth,5,human,2
7327,3,17,79.0,61,38,71,100.0,60,smooth,5,human,1
7328,4,15,100.0,76,38,71,100.0,60,smooth,5,human,2
7329,5,16,99.0,75,38,71,100.0,60,smooth,5,human,1
7330,0,16,81.0,69,28,79,100.0,60,smooth,10,human,-1
7331,1,17,71.0,61,28,79,100.0,60,smooth,10,human,1
7332,2,15,92.0,78,28,79,100.0,60,smooth,10,human,2
7333,3,14,101.0,85,28,79,100.0,60,smooth,10,human,1
7334,4,13,95.0,80,28,79,100.0,60,smooth,10,human,1
7335,5,14,102.0,86,28,79,100.0,60,smooth,10,human,1
7336,6,14,100.0,84,28,79,100.0,60,smooth,10,human,0
7337,7,14,99.0,83,28,79,100.0,60,smooth,10,human,0
7338,8,14,101.0,85,28,79,100.0,60,smooth,10,human,0
7339,9,14,100.0,84,28,79,100.0,60,smooth,10,human,0
7340,10,14,101.0,85,28,79,100.0,60,smooth,10,human,0
7341,0,10,29.0,25,2,70,100.0,60,smooth,5,human,-1
7342,1,21,48.0,39,2,70,100.0,60,smooth,5,human,11
7343,2,28,36.0,30,2,70,100.0,60,smooth,5,human,7
7344,3,3,56.0,44,2,70,100.0,60,smooth,5,human,25
7345,4,2,77.0,59,2,70,100.0,60,smooth,5,human,1
7346,5,1,99.0,74,2,70,100.0,60,smooth,5,human,1
7347,0,27,50.0,44,5,78,100.0,60,smooth,10,human,-1
7348,1,17,84.0,71,5,78,100.0,60,smooth,10,human,10
7349,2,16,92.0,77,5,78,100.0,60,smooth,10,human,1
7350,3,16,94.0,78,5,78,100.0,60,smooth,10,human,0
7351,4,16,92.0,77,5,78,100.0,60,smooth,10,human,0
7352,5,16,93.0,78,5,78,100.0,60,smooth,10,human,0
7353,6,16,92.0,77,5,78,100.0,60,smooth,10,human,0
7354,7,16,92.0,77,5,78,100.0,60,smooth,10,human,0
7355,8,15,101.0,84,5,78,100.0,60,smooth,10,human,1
7356,9,15,99.0,82,5,78,100.0,60,smooth,10,human,0
7357,10,15,100.0,83,5,78,100.0,60,smooth,10,human,0
7358,0,24,66.0,51,35,70,100.0,60,smooth,5,human,-1
7359,1,20,99.0,74,35,70,100.0,60,smooth,5,human,4
7360,2,19,95.0,72,35,70,100.0,60,smooth,5,human,1
7361,3,21,91.0,69,35,70,100.0,60,smooth,5,human,2
7362,4,20,101.0,76,35,70,100.0,60,smooth,5,human,1
7363,5,20,101.0,76,35,70,100.0,60,smooth,5,human,0
7364,0,1,40.0,36,9,78,100.0,60,smooth,10,human,-1
7365,1,10,15.0,17,9,78,100.0,60,smooth,10,human,9
7366,2,21,28.0,27,9,78,100.0,60,smooth,10,human,11
7367,3,28,65.0,56,9,78,100.0,60,smooth,10,human,7
7368,4,29,39.0,35,9,78,100.0,60,smooth,10,human,1
7369,5,27,62.0,53,9,78,100.0,60,smooth,10,human,2
7370,6,28,67.0,57,9,78,100.0,60,smooth,10,human,1
7371,7,28,67.0,57,9,78,100.0,60,smooth,10,human,0
7372,8,28,67.0,57,9,78,100.0,60,smooth,10,human,0
7373,9,28,66.0,56,9,78,100.0,60,smooth,10,human,0
7374,10,28,64.0,55,9,78,100.0,60,smooth,10,human,0
7375,0,0,39.0,30,23,63,100.0,60,smooth,5,human,-1
7376,1,7,16.0,15,23,63,100.0,60,smooth,5,human,7
7377,2,4,40.0,30,23,63,100.0,60,smooth,5,human,3
7378,3,16,48.0,35,23,63,100.0,60,smooth,5,human,12
7379,4,23,12.0,13,23,63,100.0,60,smooth,5,human,7
7380,5,28,91.0,62,23,63,100.0,60,smooth,5,human,5
7381,0,18,37.0,31,30,70,100.0,60,smooth,10,human,-1
7382,1,10,62.0,48,30,70,100.0,60,smooth,10,human,8
7383,2,7,39.0,32,30,70,100.0,60,smooth,10,human,3
7384,3,14,0.0,5,30,70,100.0,60,smooth,10,human,7
7385,4,11,42.0,34,30,70,100.0,60,smooth,10,human,3
7386,5,10,62.0,48,30,70,100.0,60,smooth,10,human,1
7387,6,10,62.0,48,30,70,100.0,60,smooth,10,human,0
7388,7,10,62.0,48,30,70,100.0,60,smooth,10,human,0
7389,8,10,62.0,48,30,70,100.0,60,smooth,10,human,0
7390,9,10,61.0,48,30,70,100.0,60,smooth,10,human,0
7391,10,10,62.0,48,30,70,100.0,60,smooth,10,human,0
7392,0,12,99.0,68,7,64,100.0,60,smooth,5,human,-1
7393,1,13,84.0,59,7,64,100.0,60,smooth,5,human,1
7394,2,11,91.0,63,7,64,100.0,60,smooth,5,human,2
7395,3,12,98.0,68,7,64,100.0,60,smooth,5,human,1
7396,4,12,98.0,68,7,64,100.0,60,smooth,5,human,0
7397,5,12,96.0,66,7,64,100.0,60,smooth,5,human,0
7398,0,2,85.0,58,4,62,100.0,60,smooth,10,human,-1
7399,1,3,87.0,59,4,62,100.0,60,smooth,10,human,1
7400,2,4,76.0,52,4,62,100.0,60,smooth,10,human,1
7401,3,1,75.0,52,4,62,100.0,60,smooth,10,human,3
7402,4,2,85.0,58,4,62,100.0,60,smooth,10,human,1
7403,5,2,85.0,58,4,62,100.0,60,smooth,10,human,0
7404,6,2,85.0,58,4,62,100.0,60,smooth,10,human,0
7405,7,2,85.0,58,4,62,100.0,60,smooth,10,human,0
7406,8,2,86.0,58,4,62,100.0,60,smooth,10,human,0
7407,9,2,85.0,58,4,62,100.0,60,smooth,10,human,0
7408,10,2,85.0,58,4,62,100.0,60,smooth,10,human,0
7409,0,15,55.0,42,13,68,100.0,60,smooth,5,human,-1
7410,1,14,57.0,44,13,68,100.0,60,smooth,5,human,1
7411,2,13,43.0,34,13,68,100.0,60,smooth,5,human,1
7412,3,18,36.0,29,13,68,100.0,60,smooth,5,human,5
7413,4,14,55.0,42,13,68,100.0,60,smooth,5,human,4
7414,5,14,54.0,42,13,68,100.0,60,smooth,5,human,0
7415,0,21,100.0,69,31,64,100.0,60,smooth,10,human,-1
7416,1,22,81.0,57,31,64,100.0,60,smooth,10,human,1
7417,2,20,58.0,42,31,64,100.0,60,smooth,10,human,2
7418,3,21,100.0,69,31,64,100.0,60,smooth,10,human,1
7419,4,21,101.0,70,31,64,100.0,60,smooth,10,human,0
7420,5,21,101.0,70,31,64,100.0,60,smooth,10,human,0
7421,6,21,101.0,70,31,64,100.0,60,smooth,10,human,0
7422,7,21,100.0,69,31,64,100.0,60,smooth,10,human,0
7423,8,21,98.0,68,31,64,100.0,60,smooth,10,human,0
7424,9,21,101.0,70,31,64,100.0,60,smooth,10,human,0
7425,10,21,100.0,69,31,64,100.0,60,smooth,10,human,0
7426,0,5,4.0,8,0,74,100.0,60,smooth,5,human,-1
7427,1,20,9.0,12,0,74,100.0,60,smooth,5,human,15
7428,2,27,58.0,48,0,74,100.0,60,smooth,5,human,7
7429,3,27,59.0,49,0,74,100.0,60,smooth,5,human,0
7430,4,27,58.0,48,0,74,100.0,60,smooth,5,human,0
7431,5,27,59.0,49,0,74,100.0,60,smooth,5,human,0
7432,0,14,73.0,50,3,62,100.0,60,smooth,10,human,-1
7433,1,15,28.0,22,3,62,100.0,60,smooth,10,human,1
7434,2,13,101.0,68,3,62,100.0,60,smooth,10,human,2
7435,3,12,98.0,66,3,62,100.0,60,smooth,10,human,1
7436,4,13,100.0,67,3,62,100.0,60,smooth,10,human,1
7437,5,13,99.0,66,3,62,100.0,60,smooth,10,human,0
7438,6,13,100.0,67,3,62,100.0,60,smooth,10,human,0
7439,7,13,100.0,67,3,62,100.0,60,smooth,10,human,0
7440,8,13,100.0,67,3,62,100.0,60,smooth,10,human,0
7441,9,13,99.0,66,3,62,100.0,60,smooth,10,human,0
7442,10,13,101.0,68,3,62,100.0,60,smooth,10,human,0
7443,0,15,50.0,39,8,67,100.0,61,smooth,10,human,2
7444,1,9,99.0,71,8,67,100.0,61,smooth,10,human,6
7445,2,8,95.0,69,8,67,100.0,61,smooth,10,human,1
7446,3,7,83.0,61,8,67,100.0,61,smooth,10,human,1
7447,4,10,95.0,69,8,67,100.0,61,smooth,10,human,3
7448,5,11,86.0,63,8,67,100.0,61,smooth,10,human,1
7449,6,12,74.0,55,8,67,100.0,61,smooth,10,human,1
7450,7,6,67.0,50,8,67,100.0,61,smooth,10,human,6
7451,8,22,54.0,41,8,67,100.0,61,smooth,10,human,16
7452,9,25,45.0,35,8,67,100.0,61,smooth,10,human,3
7453,10,28,29.0,24,8,67,100.0,61,smooth,10,human,3
7454,0,0,33.0,26,16,63,100.0,61,smooth,5,human,-1
7455,1,5,50.0,37,16,63,100.0,61,smooth,5,human,5
7456,2,10,52.0,38,16,63,100.0,61,smooth,5,human,5
7457,3,14,100.0,68,16,63,100.0,61,smooth,5,human,4
7458,4,15,81.0,56,16,63,100.0,61,smooth,5,human,1
7459,5,13,93.0,64,16,63,100.0,61,smooth,5,human,2
7460,0,21,17.0,17,3,68,100.0,61,smooth,10,human,-1
7461,1,5,32.0,27,3,68,100.0,61,smooth,10,human,16
7462,2,2,12.0,13,3,68,100.0,61,smooth,10,human,3
7463,3,11,79.0,59,3,68,100.0,61,smooth,10,human,9
7464,4,12,101.0,74,3,68,100.0,61,smooth,10,human,1
7465,5,13,99.0,72,3,68,100.0,61,smooth,10,human,1
7466,6,14,74.0,55,3,68,100.0,61,smooth,10,human,1
7467,7,25,26.0,23,3,68,100.0,61,smooth,10,human,11
7468,8,28,28.0,24,3,68,100.0,61,smooth,10,human,3
7469,9,17,4.0,8,3,68,100.0,61,smooth,10,human,11
7470,10,15,30.0,25,3,68,100.0,61,smooth,10,human,2
7471,0,14,42.0,34,10,69,100.0,61,smooth,5,human,-1
7472,1,1,52.0,41,10,69,100.0,61,smooth,5,human,13
7473,2,2,59.0,46,10,69,100.0,61,smooth,5,human,1
7474,3,3,64.0,49,10,69,100.0,61,smooth,5,human,1
7475,4,4,57.0,44,10,69,100.0,61,smooth,5,human,1
7476,5,5,45.0,36,10,69,100.0,61,smooth,5,human,1
7477,0,16,79.0,63,28,73,100.0,61,smooth,10,human,-1
7478,1,15,93.0,73,28,73,100.0,61,smooth,10,human,1
7479,2,14,99.0,77,28,73,100.0,61,smooth,10,human,1
7480,3,13,97.0,76,28,73,100.0,61,smooth,10,human,1
7481,4,12,77.0,61,28,73,100.0,61,smooth,10,human,1
7482,5,11,47.0,39,28,73,100.0,61,smooth,10,human,1
7483,6,17,72.0,58,28,73,100.0,61,smooth,10,human,6
7484,7,22,101.0,79,28,73,100.0,61,smooth,10,human,5
7485,8,23,90.0,71,28,73,100.0,61,smooth,10,human,1
7486,9,21,98.0,77,28,73,100.0,61,smooth,10,human,2
7487,10,24,72.0,58,28,73,100.0,61,smooth,10,human,3
7488,0,2,72.0,63,5,80,100.0,61,smooth,5,human,-1
7489,1,3,45.0,41,5,80,100.0,61,smooth,5,human,1
7490,2,1,94.0,80,5,80,100.0,61,smooth,5,human,2
7491,3,0,88.0,75,5,80,100.0,61,smooth,5,human,1
7492,4,29,62.0,55,5,80,100.0,61,smooth,5,human,29
7493,5,28,51.0,46,5,80,100.0,61,smooth,5,human,1
7494,0,28,62.0,48,26,70,100.0,61,smooth,10,human,-1
7495,1,27,32.0,27,26,70,100.0,61,smooth,10,human,1
7496,2,2,35.0,30,26,70,100.0,61,smooth,10,human,25
7497,3,1,24.0,22,26,70,100.0,61,smooth,10,human,1
7498,4,5,50.0,40,26,70,100.0,61,smooth,10,human,4
7499,5,4,41.0,34,26,70,100.0,61,smooth,10,human,1
7500,6,8,92.0,69,26,70,100.0,61,smooth,10,human,4
7501,7,9,67.0,52,26,70,100.0,61,smooth,10,human,1
7502,8,7,96.0,72,26,70,100.0,61,smooth,10,human,2
7503,9,6,74.0,57,26,70,100.0,61,smooth,10,human,1
7504,10,13,1.0,6,26,70,100.0,61,smooth,10,human,7
7505,0,0,39.0,36,37,80,100.0,61,smooth,5,human,-1
7506,1,4,82.0,71,37,80,100.0,61,smooth,5,human,4
7507,2,5,87.0,75,37,80,100.0,61,smooth,5,human,1
7508,3,6,94.0,80,37,80,100.0,61,smooth,5,human,1
7509,4,7,100.0,85,37,80,100.0,61,smooth,5,human,1
7510,5,8,95.0,81,37,80,100.0,61,smooth,5,human,1
7511,0,29,47.0,42,20,78,100.0,61,smooth,10,human,-1
7512,1,24,56.0,49,20,78,100.0,61,smooth,10,human,5
7513,2,26,47.0,42,20,78,100.0,61,smooth,10,human,2
7514,3,22,75.0,64,20,78,100.0,61,smooth,10,human,4
7515,4,21,91.0,76,20,78,100.0,61,smooth,10,human,1
7516,5,20,101.0,84,20,78,100.0,61,smooth,10,human,1
7517,6,19,100.0,83,20,78,100.0,61,smooth,10,human,1
7518,7,18,88.0,74,20,78,100.0,61,smooth,10,human,1
7519,8,17,65.0,56,20,78,100.0,61,smooth,10,human,1
7520,9,16,42.0,38,20,78,100.0,61,smooth,10,human,1
7521,10,23,63.0,54,20,78,100.0,61,smooth,10,human,7
7522,0,3,35.0,31,6,74,100.0,61,smooth,5,human,-1
7523,1,8,7.0,10,6,74,100.0,61,smooth,5,human,5
7524,2,15,85.0,68,6,74,100.0,61,smooth,5,human,7
7525,3,16,61.0,50,6,74,100.0,61,smooth,5,human,1
7526,4,14,100.0,79,6,74,100.0,61,smooth,5,human,2
7527,5,13,96.0,76,6,74,100.0,61,smooth,5,human,1
7528,0,2,52.0,38,29,64,100.0,61,smooth,10,human,-1
7529,1,6,32.0,25,29,64,100.0,61,smooth,10,human,4
7530,2,13,24.0,20,29,64,100.0,61,smooth,10,human,7
7531,3,18,89.0,62,29,64,100.0,61,smooth,10,human,5
7532,4,19,84.0,59,29,64,100.0,61,smooth,10,human,1
7533,5,17,69.0,49,29,64,100.0,61,smooth,10,human,2
7534,6,20,66.0,47,29,64,100.0,61,smooth,10,human,3
7535,7,21,58.0,42,29,64,100.0,61,smooth,10,human,1
7536,8,22,59.0,43,29,64,100.0,61,smooth,10,human,1
7537,9,26,-1.0,4,29,64,100.0,61,smooth,10,human,4
7538,10,27,9.0,11,29,64,100.0,61,smooth,10,human,1
7539,0,3,47.0,34,27,62,100.0,61,smooth,5,human,-1
7540,1,9,42.0,31,27,62,100.0,61,smooth,5,human,6
7541,2,15,70.0,48,27,62,100.0,61,smooth,5,human,6
7542,3,17,88.0,60,27,62,100.0,61,smooth,5,human,2
7543,4,18,84.0,57,27,62,100.0,61,smooth,5,human,1
7544,5,16,78.0,53,27,62,100.0,61,smooth,5,human,2
7545,0,9,1.0,6,23,71,100.0,61,smooth,10,human,-1
7546,1,14,65.0,51,23,71,100.0,61,smooth,10,human,5
7547,2,18,67.0,53,23,71,100.0,61,smooth,10,human,4
7548,3,16,45.0,37,23,71,100.0,61,smooth,10,human,2
7549,4,20,85.0,65,23,71,100.0,61,smooth,10,human,4
7550,5,21,56.0,45,23,71,100.0,61,smooth,10,human,1
7551,6,19,86.0,66,23,71,100.0,61,smooth,10,human,2
7552,7,26,82.0,63,23,71,100.0,61,smooth,10,human,7
7553,8,27,99.0,75,23,71,100.0,61,smooth,10,human,1
7554,9,28,89.0,68,23,71,100.0,61,smooth,10,human,1
7555,10,29,71.0,55,23,71,100.0,61,smooth,10,human,1
7556,0,15,36.0,32,9,76,100.0,61,smooth,5,human,-1
7557,1,7,20.0,20,9,76,100.0,61,smooth,5,human,8
7558,2,0,63.0,53,9,76,100.0,61,smooth,5,human,7
7559,3,26,44.0,38,9,76,100.0,61,smooth,5,human,26
7560,4,21,28.0,26,9,76,100.0,61,smooth,5,human,5
7561,5,2,13.0,15,9,76,100.0,61,smooth,5,human,19
7562,0,8,15.0,16,17,71,100.0,61,smooth,10,human,-1
7563,1,14,47.0,38,17,71,100.0,61,smooth,10,human,6
7564,2,18,6.0,9,17,71,100.0,61,smooth,10,human,4
7565,3,12,38.0,32,17,71,100.0,61,smooth,10,human,6
7566,4,15,58.0,46,17,71,100.0,61,smooth,10,human,3
7567,5,16,46.0,38,17,71,100.0,61,smooth,10,human,1
7568,6,2,85.0,65,17,71,100.0,61,smooth,10,human,14
7569,7,1,96.0,73,17,71,100.0,61,smooth,10,human,1
7570,8,0,99.0,75,17,71,100.0,61,smooth,10,human,1
7571,9,3,72.0,56,17,71,100.0,61,smooth,10,human,3
7572,10,29,75.0,58,17,71,100.0,61,smooth,10,human,26
7573,0,12,59.0,43,19,64,100.0,61,smooth,5,human,-1
7574,1,11,66.0,47,19,64,100.0,61,smooth,5,human,1
7575,2,10,78.0,55,19,64,100.0,61,smooth,5,human,1
7576,3,9,86.0,60,19,64,100.0,61,smooth,5,human,1
7577,4,8,85.0,59,19,64,100.0,61,smooth,5,human,1
7578,5,7,85.0,59,19,64,100.0,61,smooth,5,human,1
7579,0,27,8.0,11,25,77,100.0,66,rough,10,human,-1
7580,1,8,58.0,50,25,77,100.0,66,rough,10,human,19
7581,2,7,79.0,66,25,77,100.0,66,rough,10,human,1
7582,3,6,71.0,60,25,77,100.0,66,rough,10,human,1
7583,4,5,29.0,27,25,77,100.0,66,rough,10,human,1
7584,5,17,79.0,66,25,77,100.0,66,rough,10,human,12
7585,6,18,34.0,31,25,77,100.0,66,rough,10,human,1
7586,7,16,100.0,82,25,77,100.0,66,rough,10,human,2
