,trials,x,z,z_scaled,kernel,globalmax,t,id,environment,Unnamed: 0.1,horizons,agent,Edistance
933,8,3,71.25645622989514,51,6,71,0.6,210,rough,8.0,10.0,per_gpt,5
934,9,9,18.23259195590274,13,6,71,0.6,210,rough,9.0,10.0,per_gpt,6
935,10,3,71.25645622989514,48,6,71,0.6,210,rough,10.0,10.0,per_gpt,6
936,0,13,79.87810078357164,55,30,69,0.8,211,rough,0.0,10.0,per_gpt,-1
937,1,14,39.4429334037108,27,30,69,0.8,211,rough,1.0,10.0,per_gpt,1
938,2,15,0.0,0,30,69,0.8,211,rough,2.0,10.0,per_gpt,1
939,3,12,67.39809430179767,46,30,69,0.8,211,rough,3.0,10.0,per_gpt,3
940,4,11,75.05541501198792,53,30,69,0.8,211,rough,4.0,10.0,per_gpt,1
941,5,10,91.53269277290228,62,30,69,0.8,211,rough,5.0,10.0,per_gpt,1
942,6,9,36.05324193644998,25,30,69,0.8,211,rough,6.0,10.0,per_gpt,1
943,7,13,79.87810078357164,55,30,69,0.8,211,rough,7.0,10.0,per_gpt,4
944,8,14,39.4429334037108,27,30,69,0.8,211,rough,8.0,10.0,per_gpt,1
945,9,12,67.39809430179767,46,30,69,0.8,211,rough,9.0,10.0,per_gpt,2
946,10,11,75.05541501198792,52,30,69,0.8,211,rough,10.0,10.0,per_gpt,1
947,0,26,59.81090253993594,46,13,77,0.6,212,rough,0.0,10.0,per_gpt,-1
948,1,25,83.5059450382272,64,13,77,0.6,212,rough,1.0,10.0,per_gpt,1
949,2,24,85.78289439670664,66,13,77,0.6,212,rough,2.0,10.0,per_gpt,1
950,3,23,68.73480977629163,52,13,77,0.6,212,rough,3.0,10.0,per_gpt,1
951,4,27,60.47962679518347,47,13,77,0.6,212,rough,4.0,10.0,per_gpt,4
952,5,28,63.62072306555834,49,13,77,0.6,212,rough,5.0,10.0,per_gpt,1
953,6,29,49.80585090806146,37,13,77,0.6,212,rough,6.0,10.0,per_gpt,1
954,7,30,29.33554838757926,23,13,77,0.6,212,rough,7.0,10.0,per_gpt,1
955,8,25,83.5059450382272,63,13,77,0.6,212,rough,8.0,10.0,per_gpt,5
956,9,24,85.78289439670664,66,13,77,0.6,212,rough,9.0,10.0,per_gpt,1
957,10,26,59.81090253993594,47,13,77,0.6,212,rough,10.0,10.0,per_gpt,2
958,0,11,28.016183620294484,19,12,66,0.8,213,rough,0.0,10.0,per_gpt,-1
959,1,16,93.97966312264516,61,12,66,0.8,213,rough,1.0,10.0,per_gpt,5
960,2,17,56.91311997426599,37,12,66,0.8,213,rough,2.0,10.0,per_gpt,1
961,3,18,25.40409024827065,16,12,66,0.8,213,rough,3.0,10.0,per_gpt,1
962,4,15,100.0,65,12,66,0.8,213,rough,4.0,10.0,per_gpt,3
963,5,14,50.05065253915097,33,12,66,0.8,213,rough,5.0,10.0,per_gpt,1
964,6,13,32.109106814837,21,12,66,0.8,213,rough,6.0,10.0,per_gpt,1
965,7,12,36.550032495569305,24,12,66,0.8,213,rough,7.0,10.0,per_gpt,1
966,8,19,44.932540306508336,29,12,66,0.8,213,rough,8.0,10.0,per_gpt,7
967,9,20,27.715092711653387,19,12,66,0.8,213,rough,9.0,10.0,per_gpt,1
968,10,16,93.97966312264516,61,12,66,0.8,213,rough,10.0,10.0,per_gpt,4
969,0,7,7.47324847565333,6,13,76,0.6,214,rough,0.0,10.0,per_gpt,-1
970,1,8,93.6038337977229,72,13,76,0.6,214,rough,1.0,10.0,per_gpt,1
971,2,9,79.6305606897759,59,13,76,0.6,214,rough,2.0,10.0,per_gpt,1
972,3,10,11.428255880934909,10,13,76,0.6,214,rough,3.0,10.0,per_gpt,1
973,4,7,7.47324847565333,6,13,76,0.6,214,rough,4.0,10.0,per_gpt,3
974,5,9,79.6305606897759,60,13,76,0.6,214,rough,5.0,10.0,per_gpt,2
975,6,8,93.6038337977229,70,13,76,0.6,214,rough,6.0,10.0,per_gpt,1
976,7,9,79.6305606897759,61,13,76,0.6,214,rough,7.0,10.0,per_gpt,1
977,8,8,93.6038337977229,72,13,76,0.6,214,rough,8.0,10.0,per_gpt,1
978,9,9,79.6305606897759,61,13,76,0.6,214,rough,9.0,10.0,per_gpt,1
979,10,8,93.6038337977229,72,13,76,0.6,214,rough,10.0,10.0,per_gpt,1
980,0,7,6.24294832780476,5,12,79,0.8,215,rough,0.0,10.0,per_gpt,-1
981,1,8,6.45447613341522,5,12,79,0.8,215,rough,1.0,10.0,per_gpt,1
982,2,9,20.67939857779011,15,12,79,0.8,215,rough,2.0,10.0,per_gpt,1
983,3,10,39.35986560418318,32,12,79,0.8,215,rough,3.0,10.0,per_gpt,1
984,4,11,28.016183620294484,23,12,79,0.8,215,rough,4.0,10.0,per_gpt,1
985,5,12,36.550032495569305,28,12,79,0.8,215,rough,5.0,10.0,per_gpt,1
986,6,13,32.109106814837,26,12,79,0.8,215,rough,6.0,10.0,per_gpt,1
987,7,14,50.05065253915097,39,12,79,0.8,215,rough,7.0,10.0,per_gpt,1
988,8,13,32.109106814837,26,12,79,0.8,215,rough,8.0,10.0,per_gpt,1
989,9,12,36.550032495569305,28,12,79,0.8,215,rough,9.0,10.0,per_gpt,1
990,10,13,32.109106814837,25,12,79,0.8,215,rough,10.0,10.0,per_gpt,1
991,0,13,74.74229379171358,54,8,70,1.0,216,smooth,0.0,5.0,per_gpt,-1
992,1,12,85.72766181145714,59,8,70,1.0,216,smooth,1.0,5.0,per_gpt,1
993,2,11,95.03491713282912,68,8,70,1.0,216,smooth,2.0,5.0,per_gpt,1
994,3,14,61.28683763517736,41,8,70,1.0,216,smooth,3.0,5.0,per_gpt,3
995,4,15,53.29920352532484,38,8,70,1.0,216,smooth,4.0,5.0,per_gpt,1
996,5,12,85.72766181145714,61,8,70,1.0,216,smooth,5.0,5.0,per_gpt,3
997,0,29,33.18862790941167,25,4,75,0.6,217,rough,0.0,10.0,per_gpt,-1
998,1,28,0.0,0,4,75,0.6,217,rough,1.0,10.0,per_gpt,1
999,2,30,58.98020234618504,43,4,75,0.6,217,rough,2.0,10.0,per_gpt,2
1000,3,27,54.38974122079622,40,4,75,0.6,217,rough,3.0,10.0,per_gpt,3
1001,4,26,68.13777388576086,50,4,75,0.6,217,rough,4.0,10.0,per_gpt,1
1002,5,25,82.12411761701928,61,4,75,0.6,217,rough,5.0,10.0,per_gpt,1
1003,6,24,63.234278154852596,47,4,75,0.6,217,rough,6.0,10.0,per_gpt,1
1004,7,23,37.89632337383859,29,4,75,0.6,217,rough,7.0,10.0,per_gpt,1
1005,8,22,37.68196209714337,28,4,75,0.6,217,rough,8.0,10.0,per_gpt,1
1006,9,26,68.13777388576086,52,4,75,0.6,217,rough,9.0,10.0,per_gpt,4
1007,10,25,82.12411761701928,62,4,75,0.6,217,rough,10.0,10.0,per_gpt,1
1008,0,1,22.033624407431578,16,22,73,0.8,218,rough,0.0,10.0,per_gpt,-1
1009,1,2,16.97230660453454,12,22,73,0.8,218,rough,1.0,10.0,per_gpt,1
1010,2,3,61.99564506577142,44,22,73,0.8,218,rough,2.0,10.0,per_gpt,1
1011,3,4,47.76840065137722,35,22,73,0.8,218,rough,3.0,10.0,per_gpt,1
1012,4,5,20.311380358724453,15,22,73,0.8,218,rough,4.0,10.0,per_gpt,1
1013,5,6,40.77323639000659,32,22,73,0.8,218,rough,5.0,10.0,per_gpt,1
1014,6,7,51.96068858612281,38,22,73,0.8,218,rough,6.0,10.0,per_gpt,1
1015,7,8,45.78336531758908,34,22,73,0.8,218,rough,7.0,10.0,per_gpt,1
1016,8,9,58.780008398809095,42,22,73,0.8,218,rough,8.0,10.0,per_gpt,1
1017,9,10,44.93465956715959,34,22,73,0.8,218,rough,9.0,10.0,per_gpt,1
1018,10,11,46.25407907372721,34,22,73,0.8,218,rough,10.0,10.0,per_gpt,1
1019,0,27,0.0,2,24,66,0.6,219,rough,0.0,10.0,per_gpt,-1
1020,1,28,48.607401979459404,32,24,66,0.6,219,rough,1.0,10.0,per_gpt,1
1021,2,29,88.27396954958824,57,24,66,0.6,219,rough,2.0,10.0,per_gpt,1
1022,3,30,71.91672931400127,47,24,66,0.6,219,rough,3.0,10.0,per_gpt,1
1023,4,26,20.30339667405357,13,24,66,0.6,219,rough,4.0,10.0,per_gpt,4
1024,5,25,56.51360858737373,39,24,66,0.6,219,rough,5.0,10.0,per_gpt,1
1025,6,24,44.88198883408545,30,24,66,0.6,219,rough,6.0,10.0,per_gpt,1
1026,7,23,38.05793336553745,23,24,66,0.6,219,rough,7.0,10.0,per_gpt,1
1027,8,22,60.602924989735186,40,24,66,0.6,219,rough,8.0,10.0,per_gpt,1
1028,9,21,77.37447277489935,51,24,66,0.6,219,rough,9.0,10.0,per_gpt,1
1029,10,20,89.18477490648958,58,24,66,0.6,219,rough,10.0,10.0,per_gpt,1
1030,0,20,73.82086968348925,49,36,65,0.0,21,rough,0.0,10.0,per_gpt,-1
1031,1,19,100.0,64,36,65,0.0,21,rough,1.0,10.0,per_gpt,1
1032,2,18,88.54780200836802,58,36,65,0.0,21,rough,2.0,10.0,per_gpt,1
1033,3,17,86.06687442765384,58,36,65,0.0,21,rough,3.0,10.0,per_gpt,1
1034,4,21,49.54097958895342,32,36,65,0.0,21,rough,4.0,10.0,per_gpt,4
1035,5,22,63.02775513280877,40,36,65,0.0,21,rough,5.0,10.0,per_gpt,1
1036,6,23,68.84233521894627,44,36,65,0.0,21,rough,6.0,10.0,per_gpt,1
1037,7,24,25.63634570668338,16,36,65,0.0,21,rough,7.0,10.0,per_gpt,1
1038,8,25,12.50872307634491,7,36,65,0.0,21,rough,8.0,10.0,per_gpt,1
1039,9,19,100.0,65,36,65,0.0,21,rough,9.0,10.0,per_gpt,6
1040,10,18,88.54780200836802,56,36,65,0.0,21,rough,10.0,10.0,per_gpt,1
1041,0,15,54.78272881798594,35,21,66,0.8,220,rough,0.0,10.0,per_gpt,-1
1042,1,16,56.01893450807077,39,21,66,0.8,220,rough,1.0,10.0,per_gpt,1
1043,2,17,60.44276122661437,40,21,66,0.8,220,rough,2.0,10.0,per_gpt,1
1044,3,18,68.83985028448882,45,21,66,0.8,220,rough,3.0,10.0,per_gpt,1
1045,4,19,56.0421715112876,36,21,66,0.8,220,rough,4.0,10.0,per_gpt,1
1046,5,20,29.143240571882018,20,21,66,0.8,220,rough,5.0,10.0,per_gpt,1
1047,6,14,65.10829912939477,45,21,66,0.8,220,rough,6.0,10.0,per_gpt,6
1048,7,13,43.89251374159741,30,21,66,0.8,220,rough,7.0,10.0,per_gpt,1
1049,8,12,40.73829907556924,28,21,66,0.8,220,rough,8.0,10.0,per_gpt,1
1050,9,11,38.68276297861786,24,21,66,0.8,220,rough,9.0,10.0,per_gpt,1
1051,10,10,56.83602999938835,37,21,66,0.8,220,rough,10.0,10.0,per_gpt,1
1052,0,17,78.7374658536536,61,14,76,0.6,221,rough,0.0,10.0,per_gpt,-1
1053,1,16,41.59930159605165,33,14,76,0.6,221,rough,1.0,10.0,per_gpt,1
1054,2,18,67.5474460709207,51,14,76,0.6,221,rough,2.0,10.0,per_gpt,2
1055,3,19,49.60576344032407,38,14,76,0.6,221,rough,3.0,10.0,per_gpt,1
1056,4,20,46.58012325949179,36,14,76,0.6,221,rough,4.0,10.0,per_gpt,1
1057,5,15,0.0,0,14,76,0.6,221,rough,5.0,10.0,per_gpt,5
1058,6,14,16.13739995862394,14,14,76,0.6,221,rough,6.0,10.0,per_gpt,1
1059,7,21,49.250231077386616,39,14,76,0.6,221,rough,7.0,10.0,per_gpt,7
1060,8,22,85.82578011694865,63,14,76,0.6,221,rough,8.0,10.0,per_gpt,1
1061,9,23,100.0,76,14,76,0.6,221,rough,9.0,10.0,per_gpt,1
1062,10,24,95.7693230900316,72,14,76,0.6,221,rough,10.0,10.0,per_gpt,1
1063,0,24,25.67957678917096,21,12,79,0.8,222,rough,0.0,10.0,per_gpt,-1
1064,1,23,37.765921513171854,30,12,79,0.8,222,rough,1.0,10.0,per_gpt,1
1065,2,22,32.654303644606856,25,12,79,0.8,222,rough,2.0,10.0,per_gpt,1
1066,3,25,30.15625382890858,24,12,79,0.8,222,rough,3.0,10.0,per_gpt,3
1067,4,26,23.7218640360439,19,12,79,0.8,222,rough,4.0,10.0,per_gpt,1
1068,5,21,16.06542644281789,12,12,79,0.8,222,rough,5.0,10.0,per_gpt,5
1069,6,23,37.765921513171854,31,12,79,0.8,222,rough,6.0,10.0,per_gpt,2
1070,7,24,25.67957678917096,23,12,79,0.8,222,rough,7.0,10.0,per_gpt,1
1071,8,25,30.15625382890858,25,12,79,0.8,222,rough,8.0,10.0,per_gpt,1
1072,9,23,37.765921513171854,31,12,79,0.8,222,rough,9.0,10.0,per_gpt,2
1073,10,24,25.67957678917096,20,12,79,0.8,222,rough,10.0,10.0,per_gpt,1
1074,0,1,44.9416868782668,29,27,65,0.6,223,rough,0.0,10.0,per_gpt,-1
1075,1,2,24.833029512406497,17,27,65,0.6,223,rough,1.0,10.0,per_gpt,1
1076,2,3,78.51749117361209,51,27,65,0.6,223,rough,2.0,10.0,per_gpt,1
1077,3,4,74.41474206765348,48,27,65,0.6,223,rough,3.0,10.0,per_gpt,1
1078,4,5,62.3760777642158,41,27,65,0.6,223,rough,4.0,10.0,per_gpt,1
1079,5,6,29.29596881295136,19,27,65,0.6,223,rough,5.0,10.0,per_gpt,1
1080,6,3,78.51749117361209,51,27,65,0.6,223,rough,6.0,10.0,per_gpt,3
1081,7,4,74.41474206765348,48,27,65,0.6,223,rough,7.0,10.0,per_gpt,1
1082,8,5,62.3760777642158,42,27,65,0.6,223,rough,8.0,10.0,per_gpt,1
1083,9,3,78.51749117361209,51,27,65,0.6,223,rough,9.0,10.0,per_gpt,2
1084,10,4,74.41474206765348,47,27,65,0.6,223,rough,10.0,10.0,per_gpt,1
1085,0,1,21.25963407235997,15,16,61,0.8,224,rough,0.0,10.0,per_gpt,-1
1086,1,2,51.78657345099678,33,16,61,0.8,224,rough,1.0,10.0,per_gpt,1
1087,2,3,44.54188633457006,28,16,61,0.8,224,rough,2.0,10.0,per_gpt,1
1088,3,4,39.67578375902506,24,16,61,0.8,224,rough,3.0,10.0,per_gpt,1
1089,4,5,0.0,0,16,61,0.8,224,rough,4.0,10.0,per_gpt,1
1090,5,2,51.78657345099678,32,16,61,0.8,224,rough,5.0,10.0,per_gpt,3
1091,6,3,44.54188633457006,27,16,61,0.8,224,rough,6.0,10.0,per_gpt,1
1092,7,4,39.67578375902506,24,16,61,0.8,224,rough,7.0,10.0,per_gpt,1
1093,8,6,8.08929976992316,5,16,61,0.8,224,rough,8.0,10.0,per_gpt,2
1094,9,2,51.78657345099678,31,16,61,0.8,224,rough,9.0,10.0,per_gpt,4
1095,10,3,44.54188633457006,27,16,61,0.8,224,rough,10.0,10.0,per_gpt,1
1096,0,13,76.55780093565977,50,6,64,0.6,225,rough,0.0,10.0,per_gpt,-1
1097,1,14,63.24338035085822,42,6,64,0.6,225,rough,1.0,10.0,per_gpt,1
1098,2,15,80.02557402236997,51,6,64,0.6,225,rough,2.0,10.0,per_gpt,1
1099,3,16,41.030890023832676,27,6,64,0.6,225,rough,3.0,10.0,per_gpt,1
1100,4,17,66.95509431437915,41,6,64,0.6,225,rough,4.0,10.0,per_gpt,1
1101,5,18,99.3617036115647,64,6,64,0.6,225,rough,5.0,10.0,per_gpt,1
1102,6,19,81.79174035888768,53,6,64,0.6,225,rough,6.0,10.0,per_gpt,1
1103,7,20,48.79354979703924,30,6,64,0.6,225,rough,7.0,10.0,per_gpt,1
1104,8,19,81.79174035888768,52,6,64,0.6,225,rough,8.0,10.0,per_gpt,1
1105,9,18,99.3617036115647,64,6,64,0.6,225,rough,9.0,10.0,per_gpt,1
1106,10,17,66.95509431437915,43,6,64,0.6,225,rough,10.0,10.0,per_gpt,1
1107,0,18,100.0,78,4,77,0.8,226,rough,0.0,10.0,per_gpt,-1
1108,1,17,57.5954269341993,45,4,77,0.8,226,rough,1.0,10.0,per_gpt,1
1109,2,19,77.40243607870062,61,4,77,0.8,226,rough,2.0,10.0,per_gpt,2
1110,3,20,64.77820583062025,51,4,77,0.8,226,rough,3.0,10.0,per_gpt,1
1111,4,16,17.83658367237774,13,4,77,0.8,226,rough,4.0,10.0,per_gpt,4
1112,5,18,100.0,76,4,77,0.8,226,rough,5.0,10.0,per_gpt,2
1113,6,19,77.40243607870062,61,4,77,0.8,226,rough,6.0,10.0,per_gpt,1
1114,7,21,77.02227746304062,61,4,77,0.8,226,rough,7.0,10.0,per_gpt,2
1115,8,20,64.77820583062025,49,4,77,0.8,226,rough,8.0,10.0,per_gpt,1
1116,9,22,37.68196209714337,29,4,77,0.8,226,rough,9.0,10.0,per_gpt,2
1117,10,18,100.0,77,4,77,0.8,226,rough,10.0,10.0,per_gpt,4
1118,0,16,62.835571058293446,51,33,77,0.6,227,rough,0.0,10.0,per_gpt,-1
1119,1,15,69.74800921499919,51,33,77,0.6,227,rough,1.0,10.0,per_gpt,1
1120,2,17,48.55516678212551,39,33,77,0.6,227,rough,2.0,10.0,per_gpt,2
1121,3,14,35.543198466383956,27,33,77,0.6,227,rough,3.0,10.0,per_gpt,3
1122,4,18,73.29903376579091,56,33,77,0.6,227,rough,4.0,10.0,per_gpt,4
1123,5,19,60.061665873812316,44,33,77,0.6,227,rough,5.0,10.0,per_gpt,1
1124,6,13,30.6270934850429,24,33,77,0.6,227,rough,6.0,10.0,per_gpt,6
1125,7,20,28.391676125891667,23,33,77,0.6,227,rough,7.0,10.0,per_gpt,7
1126,8,12,70.99794034296423,54,33,77,0.6,227,rough,8.0,10.0,per_gpt,8
1127,9,11,86.05779054676186,66,33,77,0.6,227,rough,9.0,10.0,per_gpt,1
1128,10,21,27.77338090079018,22,33,77,0.6,227,rough,10.0,10.0,per_gpt,10
1129,0,24,40.63879208887522,31,3,79,0.8,228,rough,0.0,10.0,per_gpt,-1
1130,1,25,22.812430421273337,20,3,79,0.8,228,rough,1.0,10.0,per_gpt,1
1131,2,26,40.88361096806592,32,3,79,0.8,228,rough,2.0,10.0,per_gpt,1
1132,3,27,34.97707564649559,27,3,79,0.8,228,rough,3.0,10.0,per_gpt,1
1133,4,28,51.485637734485145,41,3,79,0.8,228,rough,4.0,10.0,per_gpt,1
1134,5,23,52.039615625924675,40,3,79,0.8,228,rough,5.0,10.0,per_gpt,5
1135,6,29,62.463639382126225,50,3,79,0.8,228,rough,6.0,10.0,per_gpt,6
1136,7,30,37.86308762969797,29,3,79,0.8,228,rough,7.0,10.0,per_gpt,1
1137,8,22,72.57926713384931,58,3,79,0.8,228,rough,8.0,10.0,per_gpt,8
1138,9,21,48.46633284295411,39,3,79,0.8,228,rough,9.0,10.0,per_gpt,1
1139,10,20,0.0,1,3,79,0.8,228,rough,10.0,10.0,per_gpt,1
1140,0,23,92.225292837192,59,0,63,0.6,229,rough,0.0,10.0,per_gpt,-1
1141,1,24,72.55729840707092,45,0,63,0.6,229,rough,1.0,10.0,per_gpt,1
1142,2,22,54.36868115669717,33,0,63,0.6,229,rough,2.0,10.0,per_gpt,2
1143,3,21,72.60767069161692,47,0,63,0.6,229,rough,3.0,10.0,per_gpt,1
1144,4,25,90.02294822519872,57,0,63,0.6,229,rough,4.0,10.0,per_gpt,4
1145,5,26,100.0,63,0,63,0.6,229,rough,5.0,10.0,per_gpt,1
1146,6,27,64.88557604985617,42,0,63,0.6,229,rough,6.0,10.0,per_gpt,1
1147,7,28,32.10545364539811,20,0,63,0.6,229,rough,7.0,10.0,per_gpt,1
1148,8,25,90.02294822519872,57,0,63,0.6,229,rough,8.0,10.0,per_gpt,3
1149,9,26,100.0,62,0,63,0.6,229,rough,9.0,10.0,per_gpt,1
1150,10,27,64.88557604985617,41,0,63,0.6,229,rough,10.0,10.0,per_gpt,1
1151,0,30,65.21701036770948,53,1,80,0.2,22,rough,0.0,10.0,per_gpt,-1
1152,1,29,31.76586811457595,26,1,80,0.2,22,rough,1.0,10.0,per_gpt,1
1153,2,28,15.24850951256354,11,1,80,0.2,22,rough,2.0,10.0,per_gpt,1
1154,3,27,27.731346320134342,22,1,80,0.2,22,rough,3.0,10.0,per_gpt,1
1155,4,26,35.12311009658727,29,1,80,0.2,22,rough,4.0,10.0,per_gpt,1
1156,5,25,53.240273537051706,43,1,80,0.2,22,rough,5.0,10.0,per_gpt,1
1157,6,24,49.12831366039967,40,1,80,0.2,22,rough,6.0,10.0,per_gpt,1
1158,7,23,39.44204430771257,33,1,80,0.2,22,rough,7.0,10.0,per_gpt,1
1159,8,22,18.19725717740889,15,1,80,0.2,22,rough,8.0,10.0,per_gpt,1
1160,9,21,18.99001686927942,16,1,80,0.2,22,rough,9.0,10.0,per_gpt,1
1161,10,25,53.240273537051706,42,1,80,0.2,22,rough,10.0,10.0,per_gpt,4
1162,0,30,71.53412934608275,51,22,71,0.8,230,rough,0.0,10.0,per_gpt,-1
1163,1,29,51.76026948077093,37,22,71,0.8,230,rough,1.0,10.0,per_gpt,1
1164,2,28,100.0,71,22,71,0.8,230,rough,2.0,10.0,per_gpt,1
1165,3,27,95.637776452589,68,22,71,0.8,230,rough,3.0,10.0,per_gpt,1
1166,4,26,63.077365936616005,45,22,71,0.8,230,rough,4.0,10.0,per_gpt,1
1167,5,25,17.28062576320999,11,22,71,0.8,230,rough,5.0,10.0,per_gpt,1
1168,6,28,100.0,71,22,71,0.8,230,rough,6.0,10.0,per_gpt,3
1169,7,29,51.76026948077093,37,22,71,0.8,230,rough,7.0,10.0,per_gpt,1
1170,8,27,95.637776452589,67,22,71,0.8,230,rough,8.0,10.0,per_gpt,2
1171,9,28,100.0,71,22,71,0.8,230,rough,9.0,10.0,per_gpt,1
1172,10,29,51.76026948077093,36,22,71,0.8,230,rough,10.0,10.0,per_gpt,1
1173,0,7,100.0,61,34,60,0.6,231,rough,0.0,10.0,per_gpt,-1
1174,1,8,81.72115470632542,51,34,60,0.6,231,rough,1.0,10.0,per_gpt,1
1175,2,9,52.46454200640559,33,34,60,0.6,231,rough,2.0,10.0,per_gpt,1
1176,3,6,63.95516827179778,40,34,60,0.6,231,rough,3.0,10.0,per_gpt,3
1177,4,7,100.0,60,34,60,0.6,231,rough,4.0,10.0,per_gpt,1
1178,5,10,1.96978253756903,0,34,60,0.6,231,rough,5.0,10.0,per_gpt,3
1179,6,5,30.91599977992969,17,34,60,0.6,231,rough,6.0,10.0,per_gpt,5
1180,7,4,42.817886010810355,24,34,60,0.6,231,rough,7.0,10.0,per_gpt,1
1181,8,3,43.9682581144786,27,34,60,0.6,231,rough,8.0,10.0,per_gpt,1
1182,9,2,0.0,3,34,60,0.6,231,rough,9.0,10.0,per_gpt,1
1183,10,1,30.017798737620836,18,34,60,0.6,231,rough,10.0,10.0,per_gpt,1
1184,0,14,45.6664753828438,36,8,80,0.8,232,rough,0.0,10.0,per_gpt,-1
1185,1,13,62.42994293834844,49,8,80,0.8,232,rough,1.0,10.0,per_gpt,1
1186,2,15,28.64179026369994,24,8,80,0.8,232,rough,2.0,10.0,per_gpt,2
1187,3,12,67.47111689714541,54,8,80,0.8,232,rough,3.0,10.0,per_gpt,3
1188,4,11,64.59187672257227,53,8,80,0.8,232,rough,4.0,10.0,per_gpt,1
1189,5,16,14.128556692252339,12,8,80,0.8,232,rough,5.0,10.0,per_gpt,5
1190,6,17,24.96044678368967,21,8,80,0.8,232,rough,6.0,10.0,per_gpt,1
1191,7,13,62.42994293834844,51,8,80,0.8,232,rough,7.0,10.0,per_gpt,4
1192,8,12,67.47111689714541,51,8,80,0.8,232,rough,8.0,10.0,per_gpt,1
1193,9,11,64.59187672257227,52,8,80,0.8,232,rough,9.0,10.0,per_gpt,1
1194,10,12,67.47111689714541,55,8,80,0.8,232,rough,10.0,10.0,per_gpt,1
1195,0,27,62.76551279619781,46,34,75,0.6,233,rough,0.0,10.0,per_gpt,-1
1196,1,28,49.64185240137967,37,34,75,0.6,233,rough,1.0,10.0,per_gpt,1
1197,2,26,53.12093373283556,38,34,75,0.6,233,rough,2.0,10.0,per_gpt,2
1198,3,29,50.677428946053816,38,34,75,0.6,233,rough,3.0,10.0,per_gpt,3
1199,4,25,42.96481862376541,33,34,75,0.6,233,rough,4.0,10.0,per_gpt,4
1200,5,30,35.727272838542575,27,34,75,0.6,233,rough,5.0,10.0,per_gpt,5
1201,6,24,17.82612047673113,15,34,75,0.6,233,rough,6.0,10.0,per_gpt,6
1202,7,27,62.76551279619781,48,34,75,0.6,233,rough,7.0,10.0,per_gpt,3
1203,8,28,49.64185240137967,38,34,75,0.6,233,rough,8.0,10.0,per_gpt,1
1204,9,26,53.12093373283556,38,34,75,0.6,233,rough,9.0,10.0,per_gpt,2
1205,10,29,50.677428946053816,37,34,75,0.6,233,rough,10.0,10.0,per_gpt,3
1206,0,24,63.234278154852596,41,4,64,0.8,234,rough,0.0,10.0,per_gpt,-1
1207,1,23,37.89632337383859,24,4,64,0.8,234,rough,1.0,10.0,per_gpt,1
1208,2,22,37.68196209714337,23,4,64,0.8,234,rough,2.0,10.0,per_gpt,1
1209,3,25,82.12411761701928,53,4,64,0.8,234,rough,3.0,10.0,per_gpt,3
1210,4,26,68.13777388576086,44,4,64,0.8,234,rough,4.0,10.0,per_gpt,1
1211,5,27,54.38974122079622,36,4,64,0.8,234,rough,5.0,10.0,per_gpt,1
1212,6,28,0.0,0,4,64,0.8,234,rough,6.0,10.0,per_gpt,1
1213,7,29,33.18862790941167,22,4,64,0.8,234,rough,7.0,10.0,per_gpt,1
1214,8,30,58.98020234618504,35,4,64,0.8,234,rough,8.0,10.0,per_gpt,1
1215,9,21,77.02227746304062,50,4,64,0.8,234,rough,9.0,10.0,per_gpt,9
1216,10,25,82.12411761701928,53,4,64,0.8,234,rough,10.0,10.0,per_gpt,4
1217,0,14,39.4429334037108,30,30,77,0.6,235,rough,0.0,10.0,per_gpt,-1
1218,1,15,0.0,1,30,77,0.6,235,rough,1.0,10.0,per_gpt,1
1219,2,13,79.87810078357164,60,30,77,0.6,235,rough,2.0,10.0,per_gpt,2
1220,3,12,67.39809430179767,52,30,77,0.6,235,rough,3.0,10.0,per_gpt,1
1221,4,11,75.05541501198792,57,30,77,0.6,235,rough,4.0,10.0,per_gpt,1
1222,5,13,79.87810078357164,63,30,77,0.6,235,rough,5.0,10.0,per_gpt,2
1223,6,12,67.39809430179767,51,30,77,0.6,235,rough,6.0,10.0,per_gpt,1
1224,7,11,75.05541501198792,58,30,77,0.6,235,rough,7.0,10.0,per_gpt,1
1225,8,13,79.87810078357164,61,30,77,0.6,235,rough,8.0,10.0,per_gpt,2
1226,9,14,39.4429334037108,29,30,77,0.6,235,rough,9.0,10.0,per_gpt,1
1227,10,13,79.87810078357164,60,30,77,0.6,235,rough,10.0,10.0,per_gpt,1
1228,0,5,71.82280016954185,52,5,73,0.8,236,rough,0.0,10.0,per_gpt,-1
1229,1,6,61.33451376143363,46,5,73,0.8,236,rough,1.0,10.0,per_gpt,1
1230,2,7,60.6437546891454,44,5,73,0.8,236,rough,2.0,10.0,per_gpt,1
1231,3,4,74.00032605296465,53,5,73,0.8,236,rough,3.0,10.0,per_gpt,3
1232,4,3,16.30120915885392,13,5,73,0.8,236,rough,4.0,10.0,per_gpt,1
1233,5,4,74.00032605296465,53,5,73,0.8,236,rough,5.0,10.0,per_gpt,1
1234,6,5,71.82280016954185,53,5,73,0.8,236,rough,6.0,10.0,per_gpt,1
1235,7,6,61.33451376143363,45,5,73,0.8,236,rough,7.0,10.0,per_gpt,1
1236,8,7,60.6437546891454,44,5,73,0.8,236,rough,8.0,10.0,per_gpt,1
1237,9,5,71.82280016954185,53,5,73,0.8,236,rough,9.0,10.0,per_gpt,2
1238,10,6,61.33451376143363,45,5,73,0.8,236,rough,10.0,10.0,per_gpt,1
